2024-08-18 12:43:48.640 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-18 13:01:46.679 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:01:46.755 +05:30 [Information] | Message : Received HTTP response after 76.4345ms - OK | Exception :  
2024-08-18 13:01:46.755 +05:30 [Information] | Message : End processing HTTP request after 76.7205ms - OK | Exception :  
2024-08-18 13:02:01.766 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:02:01.766 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:02:02.352 +05:30 [Information] | Message : Received HTTP response after 585.6894ms - OK | Exception :  
2024-08-18 13:02:02.352 +05:30 [Information] | Message : End processing HTTP request after 586.0312ms - OK | Exception :  
2024-08-18 13:02:17.358 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:02:17.358 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:02:20.459 +05:30 [Information] | Message : Received HTTP response after 3100.8877ms - OK | Exception :  
2024-08-18 13:02:20.459 +05:30 [Information] | Message : End processing HTTP request after 3101.3264ms - OK | Exception :  
2024-08-18 13:02:35.472 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:02:35.472 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:02:46.830 +05:30 [Information] | Message : Received HTTP response after 11357.1366ms - OK | Exception :  
2024-08-18 13:02:46.830 +05:30 [Information] | Message : End processing HTTP request after 11357.3977ms - OK | Exception :  
2024-08-18 13:03:01.839 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:03:01.839 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:03:36.939 +05:30 [Error] | Message : Health check "SQL Server" with status Unhealthy completed after 35065.6561ms with message 'null' | Exception : Microsoft.Data.SqlClient.SqlException (0x80131904): Execution Timeout Expired.  The timeout period elapsed prior to completion of the operation or the server is not responding.
 ---> System.ComponentModel.Win32Exception (258): The wait operation timed out.
   at Microsoft.Data.SqlClient.SqlCommand.EndExecuteReaderAsync(IAsyncResult asyncResult)
   at System.Threading.Tasks.TaskFactory`1.FromAsyncCoreLogic(IAsyncResult iar, Func`2 endFunction, Action`1 endAction, Task`1 promise, Boolean requiresSynchronization)
--- End of stack trace from previous location where exception was thrown ---
   at HealthChecks.SqlServer.SqlServerHealthCheck.CheckHealthAsync(HealthCheckContext context, CancellationToken cancellationToken) in /_/src/HealthChecks.SqlServer/SqlServerHealthCheck.cs:line 40
ClientConnectionId:ec5c70d7-1a9d-4094-a949-ec19ce3df940
Error Number:-2,State:0,Class:11
 
2024-08-18 13:03:37.089 +05:30 [Information] | Message : Received HTTP response after 35250.177ms - ServiceUnavailable | Exception :  
2024-08-18 13:03:37.089 +05:30 [Information] | Message : End processing HTTP request after 35250.6225ms - ServiceUnavailable | Exception :  
2024-08-18 13:03:52.224 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:03:52.225 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:04:06.558 +05:30 [Error] | Message : Health check "SQL Server" with status Unhealthy completed after 14299.078ms with message 'null' | Exception : Microsoft.Data.SqlClient.SqlException (0x80131904): Connection Timeout Expired.  The timeout period elapsed during the post-login phase.  The connection could have timed out while waiting for server to complete the login process and respond; Or it could have timed out while attempting to create multiple active connections.  The duration spent while attempting to connect to this server was - [Pre-Login] initialization=643; handshake=3515; [Login] initialization=0; authentication=1; [Post-Login] complete=10009; 
 ---> System.ComponentModel.Win32Exception (258): The wait operation timed out.
   at Microsoft.Data.SqlClient.SqlInternalConnection.OnError(SqlException exception, Boolean breakConnection, Action`1 wrapCloseInAction)
   at Microsoft.Data.SqlClient.TdsParser.ThrowExceptionAndWarning(TdsParserStateObject stateObj, Boolean callerHasConnectionLock, Boolean asyncClose)
   at Microsoft.Data.SqlClient.TdsParserStateObject.ThrowExceptionAndWarning(Boolean callerHasConnectionLock, Boolean asyncClose)
   at Microsoft.Data.SqlClient.TdsParserStateObject.ReadSniError(TdsParserStateObject stateObj, UInt32 error)
   at Microsoft.Data.SqlClient.TdsParserStateObject.ReadSniSyncOverAsync()
   at Microsoft.Data.SqlClient.TdsParserStateObject.TryReadNetworkPacket()
   at Microsoft.Data.SqlClient.TdsParserStateObject.TryPrepareBuffer()
   at Microsoft.Data.SqlClient.TdsParserStateObject.TryReadByte(Byte& value)
   at Microsoft.Data.SqlClient.TdsParser.TryRun(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj, Boolean& dataReady)
   at Microsoft.Data.SqlClient.TdsParser.Run(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj)
   at Microsoft.Data.SqlClient.SqlInternalConnectionTds.CompleteLogin(Boolean enlistOK)
   at Microsoft.Data.SqlClient.SqlInternalConnectionTds.AttemptOneLogin(ServerInfo serverInfo, String newPassword, SecureString newSecurePassword, Boolean ignoreSniOpenTimeout, TimeoutTimer timeout, Boolean withFailover)
   at Microsoft.Data.SqlClient.SqlInternalConnectionTds.LoginNoFailover(ServerInfo serverInfo, String newPassword, SecureString newSecurePassword, Boolean redirectedUserInstance, SqlConnectionString connectionOptions, SqlCredential credential, TimeoutTimer timeout)
   at Microsoft.Data.SqlClient.SqlInternalConnectionTds.OpenLoginEnlist(TimeoutTimer timeout, SqlConnectionString connectionOptions, SqlCredential credential, String newPassword, SecureString newSecurePassword, Boolean redirectedUserInstance)
   at Microsoft.Data.SqlClient.SqlInternalConnectionTds..ctor(DbConnectionPoolIdentity identity, SqlConnectionString connectionOptions, SqlCredential credential, Object providerInfo, String newPassword, SecureString newSecurePassword, Boolean redirectedUserInstance, SqlConnectionString userConnectionOptions, SessionData reconnectSessionData, Boolean applyTransientFaultHandling, String accessToken, DbConnectionPool pool)
   at Microsoft.Data.SqlClient.SqlConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningConnection, DbConnectionOptions userOptions)
   at Microsoft.Data.ProviderBase.DbConnectionFactory.CreatePooledConnection(DbConnectionPool pool, DbConnection owningObject, DbConnectionOptions options, DbConnectionPoolKey poolKey, DbConnectionOptions userOptions)
   at Microsoft.Data.ProviderBase.DbConnectionPool.CreateObject(DbConnection owningObject, DbConnectionOptions userOptions, DbConnectionInternal oldConnection)
   at Microsoft.Data.ProviderBase.DbConnectionPool.UserCreateRequest(DbConnection owningObject, DbConnectionOptions userOptions, DbConnectionInternal oldConnection)
   at Microsoft.Data.ProviderBase.DbConnectionPool.TryGetConnection(DbConnection owningObject, UInt32 waitForMultipleObjectsTimeout, Boolean allowCreate, Boolean onlyOneCheckConnection, DbConnectionOptions userOptions, DbConnectionInternal& connection)
   at Microsoft.Data.ProviderBase.DbConnectionPool.WaitForPendingOpen()
--- End of stack trace from previous location where exception was thrown ---
   at HealthChecks.SqlServer.SqlServerHealthCheck.CheckHealthAsync(HealthCheckContext context, CancellationToken cancellationToken) in /_/src/HealthChecks.SqlServer/SqlServerHealthCheck.cs:line 40
ClientConnectionId:38a0b7ba-2381-4dba-bf76-91975c4cc034
Error Number:-2,State:0,Class:11
 
2024-08-18 13:04:06.563 +05:30 [Information] | Message : Received HTTP response after 14338.8738ms - ServiceUnavailable | Exception :  
2024-08-18 13:04:06.564 +05:30 [Information] | Message : End processing HTTP request after 14339.1693ms - ServiceUnavailable | Exception :  
2024-08-18 13:04:06.570 +05:30 [Information] | Message : Notification is sent on same window time. | Exception :  
2024-08-18 13:04:21.583 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:04:21.584 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:04:22.174 +05:30 [Information] | Message : Received HTTP response after 589.9325ms - OK | Exception :  
2024-08-18 13:04:22.174 +05:30 [Information] | Message : End processing HTTP request after 590.2697ms - OK | Exception :  
2024-08-18 13:04:37.195 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:04:37.195 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:04:37.311 +05:30 [Information] | Message : Received HTTP response after 116.3455ms - OK | Exception :  
2024-08-18 13:04:37.312 +05:30 [Information] | Message : End processing HTTP request after 116.7416ms - OK | Exception :  
2024-08-18 13:04:52.323 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:04:52.323 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:04:52.471 +05:30 [Information] | Message : Received HTTP response after 148.3579ms - OK | Exception :  
2024-08-18 13:04:52.471 +05:30 [Information] | Message : End processing HTTP request after 148.6375ms - OK | Exception :  
2024-08-18 13:05:07.500 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:05:07.500 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:05:07.625 +05:30 [Information] | Message : Received HTTP response after 124.5752ms - OK | Exception :  
2024-08-18 13:05:07.625 +05:30 [Information] | Message : End processing HTTP request after 124.8158ms - OK | Exception :  
2024-08-18 13:05:22.653 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:05:22.653 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:05:22.721 +05:30 [Information] | Message : Received HTTP response after 68.582ms - OK | Exception :  
2024-08-18 13:05:22.722 +05:30 [Information] | Message : End processing HTTP request after 68.8787ms - OK | Exception :  
2024-08-18 13:05:37.769 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:05:37.769 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:05:37.965 +05:30 [Information] | Message : Received HTTP response after 195.8876ms - OK | Exception :  
2024-08-18 13:05:37.965 +05:30 [Information] | Message : End processing HTTP request after 196.1509ms - OK | Exception :  
2024-08-18 13:05:52.982 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:05:52.982 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:05:53.090 +05:30 [Information] | Message : Received HTTP response after 108.0148ms - OK | Exception :  
2024-08-18 13:05:53.090 +05:30 [Information] | Message : End processing HTTP request after 108.3205ms - OK | Exception :  
2024-08-18 13:06:08.098 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:06:08.098 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:06:08.332 +05:30 [Information] | Message : Received HTTP response after 234.2594ms - OK | Exception :  
2024-08-18 13:06:08.333 +05:30 [Information] | Message : End processing HTTP request after 234.5674ms - OK | Exception :  
2024-08-18 13:06:23.353 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:06:23.353 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:06:23.505 +05:30 [Information] | Message : Received HTTP response after 152.0136ms - OK | Exception :  
2024-08-18 13:06:23.505 +05:30 [Information] | Message : End processing HTTP request after 152.2691ms - OK | Exception :  
2024-08-18 13:06:38.519 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:06:38.519 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:06:38.601 +05:30 [Information] | Message : Received HTTP response after 82.383ms - OK | Exception :  
2024-08-18 13:06:38.601 +05:30 [Information] | Message : End processing HTTP request after 82.631ms - OK | Exception :  
2024-08-18 13:06:53.611 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:06:53.611 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:06:53.721 +05:30 [Information] | Message : Received HTTP response after 109.7394ms - OK | Exception :  
2024-08-18 13:06:53.721 +05:30 [Information] | Message : End processing HTTP request after 110.214ms - OK | Exception :  
2024-08-18 13:07:08.732 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:07:08.732 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:07:08.827 +05:30 [Information] | Message : Received HTTP response after 94.5804ms - OK | Exception :  
2024-08-18 13:07:08.827 +05:30 [Information] | Message : End processing HTTP request after 94.878ms - OK | Exception :  
2024-08-18 13:07:23.849 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:07:23.849 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:07:24.029 +05:30 [Information] | Message : Received HTTP response after 180.2609ms - OK | Exception :  
2024-08-18 13:07:24.029 +05:30 [Information] | Message : End processing HTTP request after 180.5425ms - OK | Exception :  
2024-08-18 13:07:39.045 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:07:39.045 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:07:39.112 +05:30 [Information] | Message : Received HTTP response after 66.9238ms - OK | Exception :  
2024-08-18 13:07:39.112 +05:30 [Information] | Message : End processing HTTP request after 67.4013ms - OK | Exception :  
2024-08-18 13:07:54.147 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:07:54.147 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:07:55.005 +05:30 [Information] | Message : Received HTTP response after 858.4023ms - OK | Exception :  
2024-08-18 13:07:55.005 +05:30 [Information] | Message : End processing HTTP request after 858.6876ms - OK | Exception :  
2024-08-18 13:08:10.022 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:08:10.022 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:08:11.200 +05:30 [Information] | Message : Received HTTP response after 1177.1967ms - OK | Exception :  
2024-08-18 13:08:11.200 +05:30 [Information] | Message : End processing HTTP request after 1177.6446ms - OK | Exception :  
2024-08-18 13:08:26.213 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:08:26.213 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:08:26.384 +05:30 [Information] | Message : Received HTTP response after 171.4894ms - OK | Exception :  
2024-08-18 13:08:26.385 +05:30 [Information] | Message : End processing HTTP request after 171.8844ms - OK | Exception :  
2024-08-18 13:08:41.397 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:08:41.397 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:08:41.545 +05:30 [Information] | Message : Received HTTP response after 145.0489ms - OK | Exception :  
2024-08-18 13:08:41.545 +05:30 [Information] | Message : End processing HTTP request after 148.3838ms - OK | Exception :  
2024-08-18 13:08:56.582 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:08:56.582 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:08:57.276 +05:30 [Information] | Message : Received HTTP response after 694.4503ms - OK | Exception :  
2024-08-18 13:08:57.276 +05:30 [Information] | Message : End processing HTTP request after 694.7555ms - OK | Exception :  
2024-08-18 13:09:12.287 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:09:12.287 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:09:12.945 +05:30 [Information] | Message : Received HTTP response after 657.6728ms - OK | Exception :  
2024-08-18 13:09:12.945 +05:30 [Information] | Message : End processing HTTP request after 657.9412ms - OK | Exception :  
2024-08-18 13:09:27.982 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:09:27.983 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:09:28.156 +05:30 [Information] | Message : Received HTTP response after 173.5853ms - OK | Exception :  
2024-08-18 13:09:28.156 +05:30 [Information] | Message : End processing HTTP request after 173.88ms - OK | Exception :  
2024-08-18 13:09:43.174 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:09:43.175 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:09:43.419 +05:30 [Information] | Message : Received HTTP response after 244.0574ms - OK | Exception :  
2024-08-18 13:09:43.419 +05:30 [Information] | Message : End processing HTTP request after 244.365ms - OK | Exception :  
2024-08-18 13:09:58.428 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:09:58.428 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:09:58.758 +05:30 [Information] | Message : Received HTTP response after 329.8814ms - OK | Exception :  
2024-08-18 13:09:58.758 +05:30 [Information] | Message : End processing HTTP request after 330.1488ms - OK | Exception :  
2024-08-18 13:10:13.776 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:10:13.777 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:10:13.926 +05:30 [Information] | Message : Received HTTP response after 149.0911ms - OK | Exception :  
2024-08-18 13:10:13.926 +05:30 [Information] | Message : End processing HTTP request after 149.4922ms - OK | Exception :  
2024-08-18 13:10:28.955 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:10:28.955 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:10:29.123 +05:30 [Information] | Message : Received HTTP response after 168.1577ms - OK | Exception :  
2024-08-18 13:10:29.123 +05:30 [Information] | Message : End processing HTTP request after 168.4713ms - OK | Exception :  
2024-08-18 13:10:44.129 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:10:44.129 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:10:44.321 +05:30 [Information] | Message : Received HTTP response after 187.2091ms - OK | Exception :  
2024-08-18 13:10:44.321 +05:30 [Information] | Message : End processing HTTP request after 192.0678ms - OK | Exception :  
2024-08-18 13:10:59.337 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:10:59.337 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:10:59.435 +05:30 [Information] | Message : Received HTTP response after 97.7325ms - OK | Exception :  
2024-08-18 13:10:59.436 +05:30 [Information] | Message : End processing HTTP request after 98.8125ms - OK | Exception :  
2024-08-18 13:11:14.452 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:11:14.452 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:11:14.533 +05:30 [Information] | Message : Received HTTP response after 81.2988ms - OK | Exception :  
2024-08-18 13:11:14.533 +05:30 [Information] | Message : End processing HTTP request after 81.5629ms - OK | Exception :  
2024-08-18 13:11:29.550 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:11:29.551 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:11:29.637 +05:30 [Information] | Message : Received HTTP response after 85.8665ms - OK | Exception :  
2024-08-18 13:11:29.637 +05:30 [Information] | Message : End processing HTTP request after 86.3755ms - OK | Exception :  
2024-08-18 13:11:44.644 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:11:44.644 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:11:44.847 +05:30 [Information] | Message : Received HTTP response after 202.6565ms - OK | Exception :  
2024-08-18 13:11:44.847 +05:30 [Information] | Message : End processing HTTP request after 202.9799ms - OK | Exception :  
2024-08-18 13:11:59.870 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:11:59.870 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:12:00.000 +05:30 [Information] | Message : Received HTTP response after 130.4551ms - OK | Exception :  
2024-08-18 13:12:00.001 +05:30 [Information] | Message : End processing HTTP request after 130.746ms - OK | Exception :  
2024-08-18 13:12:15.123 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:12:15.123 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:12:15.272 +05:30 [Information] | Message : Received HTTP response after 148.6835ms - OK | Exception :  
2024-08-18 13:12:15.272 +05:30 [Information] | Message : End processing HTTP request after 148.9788ms - OK | Exception :  
2024-08-18 13:12:30.288 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:12:30.288 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:12:30.369 +05:30 [Information] | Message : Received HTTP response after 81.0475ms - OK | Exception :  
2024-08-18 13:12:30.369 +05:30 [Information] | Message : End processing HTTP request after 81.3005ms - OK | Exception :  
2024-08-18 13:12:45.382 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:12:45.382 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:12:45.484 +05:30 [Information] | Message : Received HTTP response after 102.8436ms - OK | Exception :  
2024-08-18 13:12:45.485 +05:30 [Information] | Message : End processing HTTP request after 103.1104ms - OK | Exception :  
2024-08-18 13:13:00.619 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:13:00.619 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:13:01.127 +05:30 [Information] | Message : Received HTTP response after 508.0168ms - OK | Exception :  
2024-08-18 13:13:01.127 +05:30 [Information] | Message : End processing HTTP request after 508.2915ms - OK | Exception :  
2024-08-18 13:13:16.147 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:13:16.147 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:13:16.280 +05:30 [Information] | Message : Received HTTP response after 132.8914ms - OK | Exception :  
2024-08-18 13:13:16.280 +05:30 [Information] | Message : End processing HTTP request after 133.1936ms - OK | Exception :  
2024-08-18 13:13:31.299 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:13:31.300 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:13:31.431 +05:30 [Information] | Message : Received HTTP response after 131.3969ms - OK | Exception :  
2024-08-18 13:13:31.431 +05:30 [Information] | Message : End processing HTTP request after 131.638ms - OK | Exception :  
2024-08-18 13:13:46.451 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:13:46.451 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:13:46.595 +05:30 [Information] | Message : Received HTTP response after 143.8272ms - OK | Exception :  
2024-08-18 13:13:46.595 +05:30 [Information] | Message : End processing HTTP request after 144.1102ms - OK | Exception :  
2024-08-18 13:14:01.610 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:14:01.610 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:14:01.744 +05:30 [Information] | Message : Received HTTP response after 134.4069ms - OK | Exception :  
2024-08-18 13:14:01.744 +05:30 [Information] | Message : End processing HTTP request after 134.6504ms - OK | Exception :  
2024-08-18 13:14:16.756 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:14:16.756 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:14:16.846 +05:30 [Information] | Message : Received HTTP response after 89.6131ms - OK | Exception :  
2024-08-18 13:14:16.846 +05:30 [Information] | Message : End processing HTTP request after 89.8762ms - OK | Exception :  
2024-08-18 13:14:31.862 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:14:31.863 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:14:32.050 +05:30 [Information] | Message : Received HTTP response after 187.2049ms - OK | Exception :  
2024-08-18 13:14:32.050 +05:30 [Information] | Message : End processing HTTP request after 187.5624ms - OK | Exception :  
2024-08-18 13:14:47.136 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:14:47.136 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:14:47.409 +05:30 [Information] | Message : Received HTTP response after 272.6102ms - OK | Exception :  
2024-08-18 13:14:47.409 +05:30 [Information] | Message : End processing HTTP request after 272.9022ms - OK | Exception :  
2024-08-18 13:15:02.433 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:15:02.434 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:15:02.998 +05:30 [Information] | Message : Received HTTP response after 564.0319ms - OK | Exception :  
2024-08-18 13:15:02.998 +05:30 [Information] | Message : End processing HTTP request after 564.3334ms - OK | Exception :  
2024-08-18 13:15:18.031 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:15:18.031 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:15:18.145 +05:30 [Information] | Message : Received HTTP response after 113.9604ms - OK | Exception :  
